Domain,Area,Element,Months,Year,Unit,Value
"Temperature change on land","Greenland","Temperature change","Meteorological year","2021","°c","2.176"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2000","°c","0.522"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2001","°c","0.666"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2002","°c","0.502"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2003","°c","0.862"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2004","°c","0.328"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2005","°c","1.153"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2006","°c","0.636"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2007","°c","0.564"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2008","°c","0.417"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2009","°c","0.356"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2010","°c","1.149"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2011","°c","0.62"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2012","°c","0.472"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2013","°c","0.824"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2014","°c","0.664"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2015","°c","0.817"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2016","°c","0.77"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2017","°c","1.173"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2018","°c","0.566"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2019","°c","1.085"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2020","°c","1.285"
"Temperature change on land","Grenada","Temperature change","Meteorological year","2021","°c","0.838"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2000","°c","0.498"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2001","°c",""
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2002","°c","0.698"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2003","°c","0.976"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2004","°c","0.608"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2005","°c","1.005"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2006","°c","0.749"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2007","°c","0.887"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2008","°c","0.3"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2009","°c","0.521"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2010","°c","1.295"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2011","°c","0.581"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2012","°c","0.685"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2013","°c","0.702"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2014","°c","0.709"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2015","°c","1.003"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2016","°c","1.173"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2017","°c","0.925"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2018","°c","0.787"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2019","°c","0.879"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2020","°c","1.179"
"Temperature change on land","Guadeloupe","Temperature change","Meteorological year","2021","°c","0.878"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2000","°c","0.416"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2001","°c","0.461"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2002","°c","0.689"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2003","°c","1.096"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2004","°c","0.754"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2005","°c","0.889"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2006","°c","0.682"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2007","°c","0.66"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2008","°c","0.204"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2009","°c","0.732"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2010","°c","0.69"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2011","°c","0.451"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2012","°c","0.555"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2013","°c","0.66"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2014","°c","0.631"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2015","°c","1.172"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2016","°c","1.459"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2017","°c","1.086"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2018","°c","0.885"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2019","°c","1.389"
"Temperature change on land","Guatemala","Temperature change","Meteorological year","2020","°c","1.675"
