VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Irrigation and drainage development,Irrigated crop area and cropping intensity,% of total grain production irrigated,Malta,2017,0,%,I,False
Irrigation and drainage development,Irrigated crop area and cropping intensity,% of total grain production irrigated,Malta,2018,0,%,I,False
Irrigation and drainage development,Irrigated crop area and cropping intensity,% of total grain production irrigated,Malta,2019,0,%,I,False
Irrigation and drainage development,Irrigated crop area and cropping intensity,% of total grain production irrigated,Malta,2020,0,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2006,0.113963964,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2007,0.110279923,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2008,0.106595882,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2009,0.10291184,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2010,0.099227799,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2011,0.105934506,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2012,0.112641213,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2013,0.119347919,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2014,0.126054626,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2015,0.132761333,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2016,0.13946804,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2017,0.146174746,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2018,0.152881453,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2019,0.15958816,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2020,0.15958816,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2006,0.201092896,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2007,0.201639344,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2008,0.213114754,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2009,0.218579235,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2010,0.21129326,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2011,0.204007286,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2012,0.196721311,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2013,0.213114754,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2014,0.218579235,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2015,0.245901639,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2016,0.24787794,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2017,0.24985424,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2018,0.296851803,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2019,0.297814208,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2020,0.279781421,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bulgaria,2006,4.112206573,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bulgaria,2007,3.283382391,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bulgaria,2008,4.737089202,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bulgaria,2009,4.677464789,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bulgaria,2010,4.409859155,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bulgaria,2011,4.929577465,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bulgaria,2012,4.457276995,%,E,False
