Domain,Area,Indicator,Sex,Year,Element,Source,Unit,Value
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","56.86"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","56.48"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","56.13"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","55.86"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","55.67"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","55.09"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","55.94"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","55.33"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","55"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","53.14"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","53.89"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","54.61"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","52.64"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","52.42"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","53.05"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","52.78"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","52.35"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","51.78"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","51.05"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","51.22"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","51.01"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","52.33"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","52.13"
"Employment Indicators: Rural","Finland","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","51.46"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","4254.9"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","4283.19"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","4286.56"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","4309.03"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","4236.8"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","3917.74"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","3894.32"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","3840.23"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","3985.43"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","3952.25"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","3974.36"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","4007.62"
"Employment Indicators: Rural","France","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","3954.16"
